año,municipio,departamento,categoria,grupo_especifico,tipo_violencia,lat,lon
2003,YOPAL,CASANARE,DESCONOCIDO,,DF_Desaparicion_Forzada,5.242744761,-72.25802857
2003,CARTAGO,VALLE DEL CAUCA,GRUPO PARAMILITAR,,DF_Desaparicion_Forzada,4.70684716,-75.91790846
2003,EL ZULIA,NORTE DE SANTANDER,GRUPO ARMADO NO IDENTIFICADO,PRESENCIA GAO SIN ATRIBUCIÓN,DF_Desaparicion_Forzada,7.938529,-72.604805
2003,SAN JACINTO,BOLIVAR,GRUPO ARMADO NO IDENTIFICADO,,DF_Desaparicion_Forzada,9.835362011,-75.10609201
2003,COROZAL,SUCRE,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,9.160624283,-75.23858178
2003,TULUA,VALLE DEL CAUCA,DESCONOCIDO,,DF_Desaparicion_Forzada,4.02840797,-76.03250379
2003,SINCELEJO,SUCRE,DESCONOCIDO,,DF_Desaparicion_Forzada,9.316673928,-75.43174966
2003,MARULANDA,CALDAS,DESCONOCIDO,,DF_Desaparicion_Forzada,5.235585244,-75.28316648
2003,SAN LUIS,ANTIOQUIA,DESCONOCIDO,,DF_Desaparicion_Forzada,6.024205956,-75.0076674
2003,SAN LUIS,ANTIOQUIA,DESCONOCIDO,,DF_Desaparicion_Forzada,6.024205956,-75.0076674
2003,SANTA FE DE ANTIOQUIA,ANTIOQUIA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,6.556533296,-75.82707907
2003,MUTATA,ANTIOQUIA,DESCONOCIDO,,DF_Desaparicion_Forzada,7.329557848,-76.46306569
2003,VILLANUEVA,CASANARE,DESCONOCIDO,,DF_Desaparicion_Forzada,4.528307719,-72.82314281
2003,CUMBITARA,NARIÑO,GUERRILLA,,DF_Desaparicion_Forzada,1.72559011,-77.59281637
2003,ZONA BANANERA,MAGDALENA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,10.90213212,-74.15276812
2003,MEDELLIN,ANTIOQUIA,DESCONOCIDO,,DF_Desaparicion_Forzada,6.257590259,-75.61103107
2003,PUERTO ASIS,PUTUMAYO,DESCONOCIDO,,DF_Desaparicion_Forzada,0.433884539,-76.52158203
2003,SILVANIA,CUNDINAMARCA,GRUPO ARMADO NO IDENTIFICADO,PRESENCIA GAO SIN ATRIBUCIÓN,DF_Desaparicion_Forzada,4.436967141,-74.37050903
2003,AGUSTIN CODAZZI,CESAR,GRUPO PARAMILITAR,,DF_Desaparicion_Forzada,9.949215908,-73.22358244
2003,BARBACOAS,NARIÑO,GRUPO PARAMILITAR,,DF_Desaparicion_Forzada,1.44563774,-78.15621072
2003,PUERTO LEGUIZAMO,PUTUMAYO,GUERRILLA,,DF_Desaparicion_Forzada,0.05947197,-75.06479327
2003,MEDELLIN,ANTIOQUIA,AGENTE DEL ESTADO,POLICÍA NACIONAL,DF_Desaparicion_Forzada,6.257590259,-75.61103107
2003,OCAÑA,NORTE DE SANTANDER,GRUPO ARMADO NO IDENTIFICADO,,DF_Desaparicion_Forzada,8.206637527,-73.33765033
2003,TARAZA,ANTIOQUIA,GUERRILLA,,DF_Desaparicion_Forzada,7.488875998,-75.40189438
2003,MITU,VAUPES,GUERRILLA,,DF_Desaparicion_Forzada,1.06148231,-70.46688401
2003,MEDELLIN,ANTIOQUIA,GRUPO PARAMILITAR,,DF_Desaparicion_Forzada,6.257590259,-75.61103107
2003,CHIRIGUANA,CESAR,DESCONOCIDO,,DF_Desaparicion_Forzada,9.426648354,-73.54797894
2003,MIRAFLORES,GUAVIARE,GRUPO PARAMILITAR,,DF_Desaparicion_Forzada,1.363974932,-72.0181095
2003,CUCUTA,NORTE DE SANTANDER,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,8.112041811,-72.48862641
2003,PUERTO LLERAS,META,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,3.193092925,-73.23671436
2003,GRANADA,META,DESCONOCIDO,,DF_Desaparicion_Forzada,3.441051399,-73.7611547
2003,MAICAO,LA GUAJIRA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,11.38157764,-72.29500818
2003,CACERES,ANTIOQUIA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,7.665155105,-75.22369744
2003,RIO VIEJO,BOLIVAR,GRUPO PARAMILITAR,,DF_Desaparicion_Forzada,8.559982465,-73.90298668
2003,SANTA HELENA DEL OPON,SANTANDER,DESCONOCIDO,,DF_Desaparicion_Forzada,6.40890734,-73.58206609
2003,SAN CARLOS,ANTIOQUIA,GRUPO PARAMILITAR,,DF_Desaparicion_Forzada,6.252678055,-74.83020058
2003,AGUSTIN CODAZZI,CESAR,GRUPO PARAMILITAR,,DF_Desaparicion_Forzada,9.949215908,-73.22358244
2003,BELLO,ANTIOQUIA,GRUPO PARAMILITAR,,DF_Desaparicion_Forzada,6.333587,-75.555245
2003,PUERTO BOYACA,BOYACA,GRUPO PARAMILITAR,AUTODEFENSAS CAMPESINAS DEL MAGDALENA MEDIO,DF_Desaparicion_Forzada,5.977935,-74.587999
2003,MEDELLIN,ANTIOQUIA,DESCONOCIDO,,DF_Desaparicion_Forzada,6.257590259,-75.61103107
1982,MEDELLIN,ANTIOQUIA,GRUPO PARAMILITAR,,DF_Desaparicion_Forzada,6.257590259,-75.61103107
2003,PASTO,NARIÑO,DESCONOCIDO,,DF_Desaparicion_Forzada,1.083605497,-77.20610074
2003,PUERTO LLERAS,META,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,3.193092925,-73.23671436
2003,TARAZA,ANTIOQUIA,GRUPO PARAMILITAR,,DF_Desaparicion_Forzada,7.570756,-75.470728
2003,SAN JOSE DEL GUAVIARE,GUAVIARE,GRUPO PARAMILITAR,,DF_Desaparicion_Forzada,2.484286091,-71.91916993
2003,PUERTO LEGUIZAMO,PUTUMAYO,DESCONOCIDO,,DF_Desaparicion_Forzada,0.05947197,-75.06479327
2003,FUNDACION,MAGDALENA,DESCONOCIDO,,DF_Desaparicion_Forzada,10.45937818,-73.88406518
2003,VALLEDUPAR,CESAR,GUERRILLA,FARC,DF_Desaparicion_Forzada,10.69680542,-73.35421413
2003,PUERTO NARE,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,,DF_Desaparicion_Forzada,6.126539139,-74.70317722
2003,SITIONUEVO,MAGDALENA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,10.96093373,-74.74409079
2003,LA CEJA,ANTIOQUIA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,5.992524843,-75.43086935
2003,TARAZA,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,,DF_Desaparicion_Forzada,7.570756,-75.470728
2003,SIN INFORMACION,SIN INFORMACION,DESCONOCIDO,,DF_Desaparicion_Forzada,4.0,-72.0
2003,SAN ANDRES DE TUMACO,NARIÑO,GUERRILLA,,DF_Desaparicion_Forzada,1.574550638,-78.61540963
2003,EL BAGRE,ANTIOQUIA,DESCONOCIDO,,DF_Desaparicion_Forzada,7.438712384,-74.68939416
2003,BARBOSA,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,PRESENCIA GAO SIN ATRIBUCIÓN,DF_Desaparicion_Forzada,6.443417935,-75.32924085
2003,MEDELLIN,ANTIOQUIA,DESCONOCIDO,,DF_Desaparicion_Forzada,6.257590259,-75.61103107
2003,TAME,ARAUCA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,6.390650479,-71.79178647
2001,PUERTO BERRIO,ANTIOQUIA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,6.48701,-74.409962
2003,TAURAMENA,CASANARE,GUERRILLA,FARC,DF_Desaparicion_Forzada,4.697463691,-72.62922436
2003,VISTAHERMOSA,META,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,2.811616698,-73.66652234
2003,FONSECA,LA GUAJIRA,DESCONOCIDO,,DF_Desaparicion_Forzada,10.8283716,-72.8018178
2003,LA VIRGINIA,RISARALDA,GUERRILLA,FARC,DF_Desaparicion_Forzada,4.904704187,-75.85208162
2002,VICTORIA,CALDAS,GRUPO PARAMILITAR,,DF_Desaparicion_Forzada,5.576635659,-74.81446153
2003,EL TARRA,NORTE DE SANTANDER,DESCONOCIDO,,DF_Desaparicion_Forzada,8.678263671,-73.0317597
2003,MEDELLIN,ANTIOQUIA,DESCONOCIDO,,DF_Desaparicion_Forzada,6.257590259,-75.61103107
2003,LA JAGUA DE IBIRICO,CESAR,DESCONOCIDO,,DF_Desaparicion_Forzada,9.563752,-73.334143
2003,ARMENIA,QUINDIO,DESCONOCIDO,,DF_Desaparicion_Forzada,4.499501128,-75.72489985
2003,BAJO BAUDO,CHOCO,GRUPO PARAMILITAR,,DF_Desaparicion_Forzada,4.492865435,-77.08271352
2003,MONTERIA,CORDOBA,DESCONOCIDO,,DF_Desaparicion_Forzada,8.584698016,-75.95055079
2003,PLATO,MAGDALENA,DESCONOCIDO,,DF_Desaparicion_Forzada,9.76945611,-74.60181576
2003,BRICEÑO,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,PRESENCIA GAO SIN ATRIBUCIÓN,DF_Desaparicion_Forzada,7.111788462,-75.56223474
2003,QUIBDO,CHOCO,DESCONOCIDO,,DF_Desaparicion_Forzada,5.7543229,-76.65015147
2003,SIN INFORMACION,SIN INFORMACION,GRUPO ARMADO NO IDENTIFICADO,,DF_Desaparicion_Forzada,4.0,-72.0
2003,SAMANA,CALDAS,GRUPO PARAMILITAR,AUTODEFENSAS CAMPESINAS DEL MAGDALENA MEDIO,DF_Desaparicion_Forzada,5.519692873,-74.99718577
2003,TAME,ARAUCA,DESCONOCIDO,,DF_Desaparicion_Forzada,6.390650479,-71.79178647
2003,AIPE,HUILA,GUERRILLA,,DF_Desaparicion_Forzada,3.243441923,-75.27670655
2003,SANTA MARTA,MAGDALENA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,11.12189436,-73.88527855
2004,SAN SEBASTIAN DE MARIQUITA,TOLIMA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,5.235322593,-74.90668089
2004,BARRANCABERMEJA,SANTANDER,GRUPO ARMADO NO IDENTIFICADO,,DF_Desaparicion_Forzada,7.054074558,-73.78211646
2004,TIBU,NORTE DE SANTANDER,GRUPO ARMADO NO IDENTIFICADO,,DF_Desaparicion_Forzada,8.713507237,-72.79925855
2004,CACHIRA,NORTE DE SANTANDER,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,7.684188896,-73.12939481
2004,VISTAHERMOSA,META,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,2.811616698,-73.66652234
2004,SAN MARTIN,META,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,3.515860962,-72.65672742
2004,ZONA BANANERA,MAGDALENA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,10.87494489,-74.16887573
2004,CIENAGA,MAGDALENA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,10.85754552,-74.02500493
2004,CIENAGA,MAGDALENA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,10.85754552,-74.02500493
2004,CIENAGA,MAGDALENA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,10.85754552,-74.02500493
2004,CIENAGA,MAGDALENA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,10.85754552,-74.02500493
2004,CIENAGA,MAGDALENA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,10.85754552,-74.02500493
2004,CIENAGA,MAGDALENA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,10.85754552,-74.02500493
2004,SANTA MARTA,MAGDALENA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,11.12189436,-73.88527855
2004,SANTA MARTA,MAGDALENA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,11.12189436,-73.88527855
2004,DIBULLA,LA GUAJIRA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,11.21624454,-73.39931595
2004,DIBULLA,LA GUAJIRA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,11.21624454,-73.39931595
2004,SANTA ROSA DEL SUR,BOLIVAR,GRUPO PARAMILITAR,BLOQUE CENTRAL BOLÍVAR,DF_Desaparicion_Forzada,7.772519173,-74.26272843
2004,YONDO,ANTIOQUIA,GRUPO PARAMILITAR,BLOQUE CENTRAL BOLÍVAR,DF_Desaparicion_Forzada,6.925159318,-74.15824041
2004,TARAZA,ANTIOQUIA,GRUPO PARAMILITAR,,DF_Desaparicion_Forzada,7.488875998,-75.40189438
2004,ABEJORRAL,ANTIOQUIA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,5.803728154,-75.43847353
2004,SIN INFORMACION,SIN INFORMACION,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,4.0,-72.0
2004,SANTA MARTA,MAGDALENA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,11.12189436,-73.88527855
2004,MALAMBO,ATLANTICO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,10.84828864,-74.80617555
2004,SURATA,SANTANDER,GRUPO PARAMILITAR,BLOQUE CENTRAL BOLÍVAR,DF_Desaparicion_Forzada,7.514180766,-73.04638757
2004,MITU,VAUPES,GUERRILLA,FARC,DF_Desaparicion_Forzada,1.253151,-70.232641
2004,CIENAGA,MAGDALENA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,10.85754552,-74.02500493
2004,TAME,ARAUCA,GUERRILLA,,DF_Desaparicion_Forzada,6.390650479,-71.79178647
2004,"BOGOTA, D.C.","BOGOTA, D. C.",GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,4.316107698,-74.1810727
2004,YOPAL,CASANARE,GRUPO PARAMILITAR,,DF_Desaparicion_Forzada,5.242744761,-72.25802857
2004,PUERTO SALGAR,CUNDINAMARCA,DESCONOCIDO,,DF_Desaparicion_Forzada,5.619752748,-74.5801923
2004,TAME,ARAUCA,GUERRILLA,,DF_Desaparicion_Forzada,6.390650479,-71.79178647
2004,RIONEGRO,ANTIOQUIA,DESCONOCIDO,,DF_Desaparicion_Forzada,6.147425,-75.376859
2004,CUCUTA,NORTE DE SANTANDER,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,8.112041811,-72.48862641
2004,CIENAGA,MAGDALENA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,10.85754552,-74.02500493
2004,MEDELLIN,ANTIOQUIA,DESCONOCIDO,,DF_Desaparicion_Forzada,6.257590259,-75.61103107
2004,CACERES,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,,DF_Desaparicion_Forzada,7.578366,-75.35205
2004,SAN JOSE DE TOLUVIEJO,SUCRE,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,9.490297716,-75.44451115
2004,MIRAFLORES,GUAVIARE,GRUPO ARMADO NO IDENTIFICADO,,DF_Desaparicion_Forzada,1.363974932,-72.0181095
2004,EL RETORNO,GUAVIARE,DESCONOCIDO,,DF_Desaparicion_Forzada,2.143447362,-72.24364869
2004,SAN JOSE DEL GUAVIARE,GUAVIARE,DESCONOCIDO,,DF_Desaparicion_Forzada,2.484286091,-71.91916993
2004,SAN JOSE DEL GUAVIARE,GUAVIARE,DESCONOCIDO,,DF_Desaparicion_Forzada,2.484286091,-71.91916993
2004,SAN JOSE DEL GUAVIARE,GUAVIARE,DESCONOCIDO,,DF_Desaparicion_Forzada,2.484286091,-71.91916993
2004,SAN JOSE DEL GUAVIARE,GUAVIARE,GRUPO ARMADO NO IDENTIFICADO,,DF_Desaparicion_Forzada,2.484286091,-71.91916993
2004,SAN JOSE DEL GUAVIARE,GUAVIARE,GUERRILLA,FARC,DF_Desaparicion_Forzada,2.484286091,-71.91916993
2004,VILLAGARZON,PUTUMAYO,DESCONOCIDO,,DF_Desaparicion_Forzada,0.911149515,-76.74495447
2004,PUERTO ASIS,PUTUMAYO,DESCONOCIDO,,DF_Desaparicion_Forzada,0.433884539,-76.52158203
2004,PUERTO ASIS,PUTUMAYO,GUERRILLA,,DF_Desaparicion_Forzada,0.433884539,-76.52158203
2004,TAME,ARAUCA,DESCONOCIDO,,DF_Desaparicion_Forzada,6.390650479,-71.79178647
2004,TAME,ARAUCA,GRUPO PARAMILITAR,,DF_Desaparicion_Forzada,6.390650479,-71.79178647
2004,ARAUQUITA,ARAUCA,DESCONOCIDO,,DF_Desaparicion_Forzada,6.799338394,-71.29827429
2004,ARAUCA,ARAUCA,DESCONOCIDO,,DF_Desaparicion_Forzada,6.796280825,-70.50921153
2004,ICONONZO,TOLIMA,AGENTE DEL ESTADO,,DF_Desaparicion_Forzada,4.133276369,-74.53964257
2004,DOLORES,TOLIMA,DESCONOCIDO,,DF_Desaparicion_Forzada,3.597863274,-74.80256673
2004,IBAGUE,TOLIMA,GRUPO PARAMILITAR,,DF_Desaparicion_Forzada,4.451921427,-75.252591
2004,SAN JOSE DE TOLUVIEJO,SUCRE,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,9.490297716,-75.44451115
2004,SINCELEJO,SUCRE,DESCONOCIDO,,DF_Desaparicion_Forzada,9.316673928,-75.43174966
2004,GIRON,SANTANDER,DESCONOCIDO,,DF_Desaparicion_Forzada,6.976734127,-73.205267
2004,EL PLAYON,SANTANDER,GUERRILLA,,DF_Desaparicion_Forzada,7.524284721,-73.18158192
2004,BARRANCABERMEJA,SANTANDER,GRUPO PARAMILITAR,,DF_Desaparicion_Forzada,7.054074558,-73.78211646
1988,BARRANCABERMEJA,SANTANDER,DESCONOCIDO,,DF_Desaparicion_Forzada,7.054074558,-73.78211646
2004,BARRANCABERMEJA,SANTANDER,DESCONOCIDO,,DF_Desaparicion_Forzada,7.054074558,-73.78211646
2004,QUINCHIA,RISARALDA,GUERRILLA,,DF_Desaparicion_Forzada,5.323906864,-75.71339683
2004,VILLA DEL ROSARIO,NORTE DE SANTANDER,DESCONOCIDO,,DF_Desaparicion_Forzada,7.718635863,-72.48361176
2004,TIBU,NORTE DE SANTANDER,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,8.713507237,-72.79925855
2004,TIBU,NORTE DE SANTANDER,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,8.713507237,-72.79925855
2004,SARDINATA,NORTE DE SANTANDER,GRUPO ARMADO NO IDENTIFICADO,,DF_Desaparicion_Forzada,8.215080767,-72.79580961
2004,HACARI,NORTE DE SANTANDER,DESCONOCIDO,,DF_Desaparicion_Forzada,8.361831987,-73.0782633
2004,ARBOLEDAS,NORTE DE SANTANDER,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,7.586048164,-72.91705315
2004,SAN ANDRES DE TUMACO,NARIÑO,DESCONOCIDO,,DF_Desaparicion_Forzada,1.574550638,-78.61540963
2004,SAN ANDRES DE TUMACO,NARIÑO,GRUPO ARMADO NO IDENTIFICADO,,DF_Desaparicion_Forzada,1.574550638,-78.61540963
2004,BARBACOAS,NARIÑO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,1.335285481,-78.1182238
2004,BARBACOAS,NARIÑO,GUERRILLA,,DF_Desaparicion_Forzada,1.44563774,-78.15621072
2004,PASTO,NARIÑO,DESCONOCIDO,,DF_Desaparicion_Forzada,1.083605497,-77.20610074
2004,PASTO,NARIÑO,GRUPO PARAMILITAR,,DF_Desaparicion_Forzada,1.083605497,-77.20610074
2004,PASTO,NARIÑO,GUERRILLA,,DF_Desaparicion_Forzada,1.083605497,-77.20610074
2004,PUERTO RICO,META,DESCONOCIDO,,DF_Desaparicion_Forzada,2.758083657,-73.13780171
2003,PUERTO RICO,META,GRUPO PARAMILITAR,,DF_Desaparicion_Forzada,2.758083657,-73.13780171
2004,PUERTO RICO,META,GUERRILLA,FARC,DF_Desaparicion_Forzada,2.758083657,-73.13780171
2004,PUERTO CONCORDIA,META,DESCONOCIDO,,DF_Desaparicion_Forzada,2.752260112,-72.7210941
2002,LA MACARENA,META,DESCONOCIDO,,DF_Desaparicion_Forzada,2.161863917,-74.09488076
2004,LA MACARENA,META,GUERRILLA,,DF_Desaparicion_Forzada,2.161863917,-74.09488076
2004,GRANADA,META,DESCONOCIDO,,DF_Desaparicion_Forzada,3.441051399,-73.7611547
2004,GRANADA,META,GRUPO ARMADO NO IDENTIFICADO,,DF_Desaparicion_Forzada,3.441051399,-73.7611547
2004,BARRANCA DE UPIA,META,GRUPO PARAMILITAR,,DF_Desaparicion_Forzada,4.519076127,-72.99548981
2004,SAN CARLOS DE GUAROA,META,GRUPO PARAMILITAR,,DF_Desaparicion_Forzada,3.859824859,-73.31314817
2004,SITIONUEVO,MAGDALENA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,10.89027616,-74.62966038
2004,CIENAGA,MAGDALENA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,10.91502312,-74.04922313
2004,CIENAGA,MAGDALENA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,10.91502312,-74.04922313
2004,SANTA MARTA,MAGDALENA,DESCONOCIDO,,DF_Desaparicion_Forzada,11.12189436,-73.88527855
2004,SANTA MARTA,MAGDALENA,DESCONOCIDO,,DF_Desaparicion_Forzada,11.12189436,-73.88527855
2004,MAICAO,LA GUAJIRA,DESCONOCIDO,,DF_Desaparicion_Forzada,11.38157764,-72.29500818
2004,NOVITA,CHOCO,DESCONOCIDO,,DF_Desaparicion_Forzada,4.853386627,-76.61823668
2004,BAHIA SOLANO,CHOCO,DESCONOCIDO,,DF_Desaparicion_Forzada,6.162762775,-77.41653534
2004,VILLETA,CUNDINAMARCA,DESCONOCIDO,,DF_Desaparicion_Forzada,5.011670402,-74.48764746
2004,SAN ANTONIO DEL TEQUENDAMA,CUNDINAMARCA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,4.599741357,-74.34490342
2004,SAN ANTONIO DEL TEQUENDAMA,CUNDINAMARCA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,4.599741357,-74.34490342
2004,SAN ANTONIO DEL TEQUENDAMA,CUNDINAMARCA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,4.599741357,-74.34490342
2004,SAN ANTONIO DEL TEQUENDAMA,CUNDINAMARCA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,4.599741357,-74.34490342
2004,GUADUAS,CUNDINAMARCA,GRUPO PARAMILITAR,AUTODEFENSAS CAMPESINAS DEL MAGDALENA MEDIO,DF_Desaparicion_Forzada,5.173554764,-74.64014651
2004,GUADUAS,CUNDINAMARCA,GRUPO PARAMILITAR,AUTODEFENSAS CAMPESINAS DEL MAGDALENA MEDIO,DF_Desaparicion_Forzada,5.173554764,-74.64014651
2004,PUEBLO BELLO,CESAR,GRUPO PARAMILITAR,,DF_Desaparicion_Forzada,10.41736874,-73.61450632
2004,CURUMANI,CESAR,GRUPO PARAMILITAR,,DF_Desaparicion_Forzada,9.238771332,-73.48810861
2004,EL TAMBO,CAUCA,DESCONOCIDO,,DF_Desaparicion_Forzada,2.534488312,-77.00511207
2004,SOLANO,CAQUETA,GUERRILLA,,DF_Desaparicion_Forzada,0.096131862,-72.32036402
2004,MILAN,CAQUETA,DESCONOCIDO,,DF_Desaparicion_Forzada,1.146692554,-75.38664764
2004,CURILLO,CAQUETA,DESCONOCIDO,,DF_Desaparicion_Forzada,1.115379292,-75.97328452
2004,FLORENCIA,CAQUETA,AGENTE DEL ESTADO,ARMADA NACIONAL,DF_Desaparicion_Forzada,1.749138704,-75.55823906
2004,FLORENCIA,CAQUETA,GRUPO ARMADO NO IDENTIFICADO,,DF_Desaparicion_Forzada,1.749138704,-75.55823906
2004,FLORENCIA,CAQUETA,GUERRILLA,,DF_Desaparicion_Forzada,1.749138704,-75.55823906
2004,LA DORADA,CALDAS,DESCONOCIDO,,DF_Desaparicion_Forzada,5.410515691,-74.72114262
2004,LA DORADA,CALDAS,GRUPO PARAMILITAR,AUTODEFENSAS CAMPESINAS DEL MAGDALENA MEDIO,DF_Desaparicion_Forzada,5.410515691,-74.72114262
2004,LA DORADA,CALDAS,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,5.410515691,-74.72114262
2004,PUERTO BOYACA,BOYACA,GRUPO ARMADO NO IDENTIFICADO,,DF_Desaparicion_Forzada,5.953466654,-74.4528581
2004,SIMITI,BOLIVAR,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,7.851315534,-73.98371609
2004,SANTA ROSA,BOLIVAR,DESCONOCIDO,,DF_Desaparicion_Forzada,10.46920726,-75.36116053
2004,"BOGOTA, D.C.","BOGOTA, D. C.",GUERRILLA,,DF_Desaparicion_Forzada,4.316107698,-74.1810727
2004,SABANALARGA,ATLANTICO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,10.62250777,-74.95510542
